,link,referencia,latitud,longitud,direccion,distrito,etapa,fecha_entrega,financiamiento,areas_comunes,tipo,tipologia,piso,dormitorios,area,precio
485,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2800-derby-182-santiago-de-surco-lima-lima-v&v-grupo-inmobiliario,DERBY 182,-12.097971285025372,-76.97209653907143,Derby 182,Santiago De Surco,En planos,"30 de Junio, 2026",Otros,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de Niños', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas']",flat,Tipo X06A,Pisos: Entre 8 al 16,3,79.00 m2,"S/ 625,000"
194,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2627-la-foret-san-felipe-jesus-maria-lima-lima-abril-grupo-inmobiliario,La Foret - San Felipe,-12.082678,-77.0500825,Av. San Felipe 758,Jesus Maria,En construcción,"31 de Julio, 2025",Banco BCP,"['Gimnasio', 'Karaoke', 'Lobby', 'Piscina', 'Sala de cine', 'Sala de Niños', 'Terraza', 'Otros']",flat,LF-2-X10B,Piso: 22,3,73.30 m2,"S/ 524,157"
6141,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2671-sq-work-living-apartments-surquillo-lima-lima-hl-desarrollos-inmobiliarios,SQ Work & Living Apartments,-12.106244009248115,-77.02674078915153,Av. Paseo de la República 4117,Surquillo,En construcción,"31 de Marzo, 2025",BBVA,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Sauna', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Tipo 8A,Piso: 6,3,78.54 m2,"S/ 617,760"
649,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2846-san-felipe-towers-jesus-maria-lima-lima-vive-plm,San Felipe Towers,-12.082636800186645,-77.05047192092127,Av. San Felipe 720 esquina Jr. Huascar,Jesus Maria,Entrega inmediata,"31 de Agosto, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Techo Panorámico', 'Techos Ecológicos', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,Platinum T8,Pisos: Entre 12 al 22,1,50.10 m2,"S/ 417,100"
4129,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3029-midgo-lince-lima-lima-cosapi,MIDGO,-12.083336182425771,-77.03480061358519,av arequipa 1890,Lince,En planos,"31 de Diciembre, 2026",Banco BCP,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Departamento tipo x05,Pisos: Entre 2 al 20,2,61.58 m2,"S/ 516,394"
5547,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2722-mariscal-castilla-santiago-de-surco-lima-lima-tale-inmobiliaria,MARISCAL CASTILLA,-12.1339205,-77.0149429,"Av. Mariscal Castilla 334 – 338, Surco",Santiago De Surco,En construcción,"31 de Diciembre, 2025",Otros,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Salon Gourmet', 'Techo Panorámico', 'Terraza', 'Zona de Parrillas']",flat,X06-A,Pisos: Entre 4 al 18,1,43.00 m2,"S/ 394,000"
2026,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2945-aldabas-de-las-gardenias-edificio-residencial-116-santiago-de-surco-lima-lima-grupo-dicon,ALDABAS DE LAS GARDENIAS EDIFICIO RESIDENCIAL 116,-12.12620827016325,-76.98422297768116,Calle Aldabas 116 Esquina con Jr Batallón Callao Sur,Santiago De Surco,En construcción,"31 de Diciembre, 2024",Banco BCP,"['Areas verdes', 'Lobby', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,TIPO 13,Piso: 6,3,107.56 m2,"$ 210,819"
1902,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario,Sauco,-12.089912318734548,-77.01939531970038,Av. Javier Prado Este 1091,La Victoria,En construcción,"30 de Junio, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,"SAU-B-2905,3005,3105,3205,3305","Pisos: 29, 30, 31, 32, 33",2,57.13 m2,"S/ 370,354"
5883,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3342-alborada-iii-san-miguel-lima-lima-grupo-mg,ALBORADA III,-12.0866944,-77.0911878,Av. La paz 839,San Miguel,En planos,"31 de Diciembre, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Sala de Niños', 'Terraza', 'Zona de Parrillas', 'Otros']",duplex,A4e,Piso: 18,2,73.70 m2,"S/ 351,260"
3971,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2744-alborada-ii-san-miguel-lima-lima-grupo-mg,ALBORADA II,-12.085065492036632,-77.09353208541872,Av. La Paz 1147,San Miguel,En construcción,"31 de Diciembre, 2024",Banco Interbank,"['Jardin de niños', 'Sala de usos Múltiples', 'Terraza']",duplex,11 - IV,Piso: 16,2,110.40 m2,"S/ 514,280"
3013,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2348-alto-gaviotas-chorrillos-lima-lima-stella-inmobiliaria,ALTO GAVIOTAS,-12.1788129,-77.0067524,Av las Gaviotas 440 - Chorrillos.,Chorrillos,Entrega inmediata,"20 de Julio, 2024",Banco BCP,"['Boulevard peatonal', 'Lobby', 'Minimarket', 'Piscina', 'Sala de usos Múltiples', 'Techo Panorámico', 'Techos Ecológicos', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas']",flat,T2A1,Piso: 1,1,36.73 m2,"S/ 308,000"
104,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2686-escallonia-jesus-maria-lima-lima-abril-grupo-inmobiliario,Escallonia,-12.0841535,-77.0496504,Jiron Inca Ripac 315,Jesus Maria,En construcción,"31 de Julio, 2024",Banco Scotiabank,"['Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,ESC-102,Piso: 1,3,54.91 m2,"S/ 413,046"
4074,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2393-lombardia-lince-lima-lima-toratto-grupo-inmobiliario,LOMBARDIA,-12.0813968,-77.03940030000001,Jr. Manuel Gómez N° 390,Lince,En construcción,"31 de Diciembre, 2024",BBVA,"['Área de juegos para niños', 'Lobby', 'Otros']",flat,TIPO M',Pisos: Entre 3 al 10,2,64.65 m2,"S/ 423,072"
1392,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2469-lune-jesus-maria-lima-lima-capac-asociados,Lune,-12.0873013,-77.0595945,Pedro La Rosa 140,Jesus Maria,En construcción,"30 de Junio, 2025",Banco BCP,['Lobby'],flat,Tipo 4,Piso: 5,3,78.25 m2,"S/ 600,180"
6291,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2626-arandanos-aramburu-surquillo-lima-lima-abril-grupo-inmobiliario,Arándanos - Aramburú,-12.1025107,-77.01771819999999,Av. Aramburú 1160,Surquillo,En construcción,"31 de Julio, 2025",Banco BCP,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Karaoke', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,ARA-2-X04,Piso: 2,2,60.50 m2,"S/ 421,258"
231,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2115-alborada-san-miguel-lima-lima-grupo-mg,ALBORADA,-12.085133683930286,-77.09409531208384,Av. La Paz 1150,San Miguel,Entrega inmediata,"31 de Octubre, 2023",Banco BCP,"['Área de juegos para niños', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,A2,"Pisos: 2, 5, 7, 9",3,76.60 m2,"S/ 458,290"
1069,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2387-verah-condominio-etapa-3-santiago-de-surco-lima-lima-akamai,Verah Condominio - Etapa 3,-12.143767024768092,-77.01270103209563,Jr. Peña Rivera 400 cruce con Jr. Diego Ferré,Santiago De Surco,En planos,"31 de Agosto, 2026",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,EDIF 9 - X03,"Pisos: 4, 6, 7",3,73.10 m2,"S/ 351,000"
5436,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2716-libre-san-miguel-lima-lima-grupo-brocksa,Libre,-12.079435812411148,-77.10373403992337,Av. Libertad 2391,San Miguel,En construcción,"30 de Septiembre, 2024",BBVA,"['Área de juegos para niños', 'Lobby', 'Sala de usos Múltiples', 'Zona de Parrillas']",duplex,TIPO J,Piso: 11,2,103.30 m2,"S/ 516,000"
6380,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2415-le-rosier-miraflores-lima-lima-abril-grupo-inmobiliario,Le Rosier,-12.121167460688795,-77.01807035695455,Av. Roosevelt 5877 miraflores,Miraflores,En construcción,"31 de Mayo, 2025",Banco Scotiabank,"['Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,LRO X05A,"Pisos: 3, 4, 5, 6, 7",3,93.24 m2,"S/ 694,422"
2003,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3210-orquidea-lince-lima-lima-abril-grupo-inmobiliario,Orquídea,-12.0812973,-77.03167479999999,"Av. Militar 1727, Lince 15046",Lince,En planos,"31 de Julio, 2026",Banco BANBIF,"['Areas verdes', 'Gimnasio', 'Lobby', 'Sala Bar', 'Salon Gourmet', 'Techo Panorámico', 'Zona de Parrillas', 'Otros']",flat,ORQ X06,"Pisos: 3, 4, 5, 14, 15",2,52.86 m2,"S/ 317,965"
95,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1075-gallery-san-isidro-lima-lima-grupo-t&c,GALLERY,-12.0953578,-77.0536753,Av. Javier Prado Oeste 2173-2177-2165,San Isidro,Entrega inmediata,"01 de Enero, 2023",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,TIPO 6,"Pisos: 1, 2, 3, 5",1,73.82 m2,"S/ 583,538"
1902,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario,Sauco,-12.089912318734548,-77.01939531970038,Av. Javier Prado Este 1091,La Victoria,En construcción,"30 de Junio, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,"SAU-B-2905,3005,3105,3205,3305","Pisos: 29, 30, 31, 32, 33",2,57.13 m2,"S/ 370,354"
2690,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3004-mf-work-living-apartments-miraflores-lima-lima-hl-desarrollos-inmobiliarios,MF Work & Living Apartments,-12.132635076376337,-77.0219074363895,Av. Paseo de la República N° 6334 - 6338,Miraflores,En construcción,"31 de Enero, 2026",BBVA,"['Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Salon Gourmet', 'Sauna', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Tipo 6,Pisos: Entre 6 al 24,2,73.73 m2,"S/ 570,154"
4944,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2308-smart-a-cercado-de-lima-lima-lima-grupo-mg,Smart A,-12.075119780588828,-77.03295750381471,Jr. Enrique Barron 1149,Cercado de lima,Entrega inmediata,"31 de Octubre, 2023",Banco Interbank,"['Lobby', 'Otros']",flat,TIPO 3,Piso: 8,2,57.00 m2,"S/ 411,000"
5313,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2861-mixxo-chorrillos-lima-lima-avenir-grupo-inmobiliario,MIXXO,-12.1805254,-77.0015638,Av. Los Faisanes 204 - Chorrillos,Chorrillos,En planos,"30 de Agosto, 2025",Banco Interbank,"['Área de juegos para niños', 'Boulevard peatonal', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,FLAT X03A,"Pisos: 9, 11, 12",3,66.50 m2,"S/ 358,000"
1792,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3053-minimal-cercado-de-lima-lima-lima-grupo-tyc,MINIMAL,-12.078973,-77.0354645,Av. Arequipa 1444,Cercado de lima,En planos,"30 de Noviembre, 2026",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,TIPO8,Pisos: Entre 2 al 30,1,41.29 m2,"S/ 273,007"
4322,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1784-emerald-pueblo-libre-pueblo-libre-lima-lima-fai-inmobiliaria,Emerald Pueblo Libre,-12.076447,-77.0562874,Calle Jose Ugarteche 101 Pueblo Libre,Pueblo Libre,Entrega inmediata,"31 de Diciembre, 2023","Banco BCP, Otros","['Área de juegos para niños', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Salon Gourmet', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,Piso 2 - X8,Piso: 2,2,58.45 m2,"S/ 428,408"
3244,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2583-top-818-surquillo-lima-lima-inhouse,TOP 818,-12.1191429,-77.00485929999999,Av principal 818,Surquillo,En construcción,"31 de Diciembre, 2024",Banco Interbank,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,703,Piso: 7,3,69.17 m2,"S/ 561,038"
4029,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3268-arq-park-santiago-de-surco-lima-lima-ee-inmobiliaria,Arq Park,-12.1170818,-76.9918728,Jr. Matarani 170,Santiago De Surco,En planos,"31 de Julio, 2025",Banco BCP,['Lobby'],duplex,DÚPLEX 603,Piso: 6,2,165.76 m2,"$ 265,000"
1639,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2433-strong-la-victoria-lima-lima-pisonay-inmobiliaria,STRONG,-12.0840743,-77.021956,Enrique leon garcia 295,La Victoria,Entrega inmediata,"31 de Mayo, 2024","Banco BANBIF, Banco BCP, BBVA, Banco Pichincha, Banco Interbank, Banco Scotiabank","['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",duplex,D4B,Piso: 9,3,99.35 m2,"S/ 606,815"
4765,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3239-sky-park-san-borja-lima-lima-inhouse,SKY PARK,-12.0956057,-76.9882326,Jirón Paseo del Bosque 832,San Borja,En planos,"31 de Marzo, 2026",BBVA,"['Areas verdes', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,805,Piso: 8,3,79.52 m2,"S/ 693,000"
1427,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1867-edificio-vista-verde-cercado-de-lima-lima-lima-grupo-mg,Edificio Vista Verde,-12.07185509081883,-77.03196365741557,Jr. Torres Paz 834,Cercado de lima,Entrega inmediata,"31 de Octubre, 2023",Banco BANBIF,"['Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Otros']",flat,TIPO 4,Pisos: 6 y 8,3,59.30 m2,"S/ 380,660"
691,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3319-san-borja-sur-985-san-borja-lima-lima-ee-inmobiliaria,San Borja Sur 985,-12.1000763,-76.9932627,Av. San Borja Sur N° 985,San Borja,En planos,"31 de Octubre, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Dpto. 102,Piso: 1,2,57.46 m2,"S/ 435,000"
3530,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2997-casa-barranco-695-barranco-lima-lima-gdc-inmobiliaria,Casa Barranco 695,-12.1363904,-77.0197986,Calle Enrique Barrón 695,Barranco,En construcción,"28 de Febrero, 2025",Banco BANBIF,"['Lobby', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,1,Pisos: 2 y 5,1,40.54 m2,"S/ 418,269"
2114,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2281-nobel-magdalena-del-mar-lima-lima-amma-inmobiliaria,NOBEL,-12.0931465,-77.0598143,Av. Javier Prado 881,Magdalena Del Mar,En construcción,"31 de Diciembre, 2024",Banco BCP,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Tipo 103,Piso: 1,3,158.68 m2,"S/ 1,111,288"
2874,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1995-condominio-felizia-chorrillos-lima-lima-la-venturosa,Condominio Felizia,-12.177773110918764,-76.9999210325216,Av. Los Faisanes 327,Chorrillos,Entrega inmediata,"31 de Diciembre, 2023",Banco BCP,"['Gimnasio', 'Lobby', 'Sala de Internet', 'Sala de usos Múltiples', 'Video vigilancia', 'Zona de Parrillas']",flat,TIPO TD-7,Pisos: 9 y 12,3,65.33 m2,"S/ 314,216"
1139,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2487-libertad-san-miguel-lima-lima-capac-asociados,Libertad,-12.0793846,-77.1040247,Av Libertad 2401,San Miguel,En planos,"30 de Noviembre, 2025",Banco Pichincha,"['Gimnasio', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,BX02,"Pisos: 2, 8, 11, 12, 13",2,61.25 m2,"S/ 306,000"
4934,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2504-varela-living-bre%C3%B1a-lima-lima-grupo-tyc,VARELA LIVING,-12.0670046,-77.0528144,General Felipe Varela 1960,Breña,Entrega inmediata,"31 de Marzo, 2022",Financiamiento Propio,"['Área de juegos para niños', 'Club House', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",duplex,TIPO 6B,Piso: 16,3,140.82 m2,"S/ 712,039"
2325,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3400-flexi-ii-santiago-de-surco-lima-lima-central-inmobiliaria,FLEXI II,-12.1326983,-77.0119821,Guadalajara 243,Santiago De Surco,En construcción,"31 de Diciembre, 2024",Banco BCP,['Lobby'],flat,3,"Pisos: 1, 2, 5",2,73.37 m2,"S/ 623,700"
671,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2297-roof-garden-barrenechea-san-borja-lima-lima-evergran-grupo-inmobiliario,Roof Garden Barrenechea,-12.109647019849191,-77.0075543665983,Av. Gálvez Barrenechea Cdra.12,San Borja,En construcción,"31 de Julio, 2026",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Techo Panorámico', 'Techos Ecológicos', 'Zona de Parrillas']",flat,2,Piso: 13,3,95.17 m2,"S/ 652,012"
3020,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2348-alto-gaviotas-chorrillos-lima-lima-stella-inmobiliaria,ALTO GAVIOTAS,-12.1788129,-77.0067524,Av las Gaviotas 440 - Chorrillos.,Chorrillos,Entrega inmediata,"20 de Julio, 2024",Banco BCP,"['Boulevard peatonal', 'Lobby', 'Minimarket', 'Piscina', 'Sala de usos Múltiples', 'Techo Panorámico', 'Techos Ecológicos', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas']",flat,T3 Z3,Piso: 10,3,35.00 m2,"S/ 272,000"
2051,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2253-invent-tirado-cercado-de-lima-lima-lima-invent,Invent Tirado,-12.073761134153749,-77.03228114034893,Tirado 629,Cercado de lima,En construcción,"31 de Diciembre, 2023",Banco BANBIF,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",flat,3,Pisos: Entre 6 al 18,2,72.01 m2,"S/ 449,188"
1958,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3390-residencial-seiss-comas-lima-lima-lider,RESIDENCIAL SEISS,-11.933657810275037,-77.06357006354521,Calle 18,Comas,En planos,"31 de Octubre, 2026",BBVA,"['Areas verdes', 'Boulevard peatonal', 'Cuarto servicio', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,M02,Pisos: Entre 2 al 17,2,56.88 m2,"S/ 260,200"
2230,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3294-epik-jesus-maria-lima-lima-ditrenzzo,EPIK,-12.0838606,-77.0501275,Av. Garibaldi 217,Jesus Maria,En construcción,"01 de Diciembre, 2025",Banco Scotiabank,"['Jardin interior', 'Lobby', 'Terraza', 'Zona de Parrillas']",flat,101,Piso: 1,2,71.80 m2,"S/ 629,700"
1286,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2893-campo-marte-jesus-maria-lima-lima-flat,CAMPO MARTE,-12.0665991,-77.0442315,Jr. Mogaburos 216 Esquina con Arnaldo Marquez,Jesus Maria,En planos,"30 de Noviembre, 2025",Banco Interbank,"['Gimnasio', 'Piscina', 'Terraza', 'Zona de Parrillas']",flat,TIPO 3,Pisos: Entre 7 al 17,2,57.50 m2,"S/ 396,000"
810,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2787-condominio-portofino-casa-club-jesus-maria-lima-lima-inverplus,Condominio Portofino Casa Club,-12.0850837,-77.04942539999999,Calle Daniel Olaechea 134,Jesus Maria,En construcción,"31 de Octubre, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,G,"Pisos: 1, 7, 8",3,76.70 m2,"S/ 643,000"
6061,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2830-entrenos-magdalena-del-mar-lima-lima-promsal,Entrenos,-12.0923286,-77.0721377,jr tacna 655,Magdalena Del Mar,En construcción,"30 de Septiembre, 2025",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Sala de Internet', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,X1,Pisos: Entre 6 al 14,3,70.55 m2,"S/ 431,343"
5368,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2965-santorini-cercado-de-lima-lima-lima-brazil-grupo-inmobiliario,Santorini,-12.073561795487,-77.03112064660345,Av. Alejandro Tirado 731,Cercado de lima,En construcción,"01 de Marzo, 2026",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,S50,Pisos: Entre 7 al 30,2,75.43 m2,"S/ 474,813"
4978,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3180-mum-363-magdalena-del-mar-lima-lima-tale-inmobiliaria,MUM 363,-12.0949881,-77.0552728,Av. Javier Prado Oeste 2291,Magdalena Del Mar,En planos,"31 de Diciembre, 2026",Otros,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Piscina', 'Sala de Niños', 'Salon Gourmet', 'Zona de Parrillas', 'Otros']",flat,X10-A,"Pisos: 2, 4, 6",2,65.70 m2,"S/ 515,000"
2119,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2281-nobel-magdalena-del-mar-lima-lima-amma-inmobiliaria,NOBEL,-12.0931465,-77.0598143,Av. Javier Prado 881,Magdalena Del Mar,En construcción,"31 de Diciembre, 2024",Banco BCP,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Tipo 3,Pisos: Entre 2 al 21,3,73.40 m2,"S/ 720,736"
588,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3398-alicanto-jesus-maria-lima-lima-grupo-cygnus,Alicanto,-12.0706,-77.04705,Jr. General Canterac 279 283 Jesús María,Jesus Maria,En planos,"31 de Marzo, 2026",Banco BCP,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Sala de usos Múltiples', 'Zona de Parrillas', 'Otros']",flat,Tipo 3,Pisos: Entre 2 al 15,1,39.38 m2,"S/ 282,678"
1124,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3322-avellana-pueblo-libre-lima-lima-abril-grupo-inmobiliario,Avellana,-12.0725401,-77.05197679999999,Av. Brasil 1350,Pueblo Libre,En planos,"31 de Julio, 2027",Banco BCP,"['Piscina', 'Terraza', 'Zona de Parrillas']",flat,AVE-2-X17,Pisos: Entre 5 al 27,3,70.36 m2,"S/ 403,438"
6329,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2313-mate-surquillo-lima-lima-real-inmobiliaria,Mate,-12.116408616475136,-77.00635260683691,Av. Principal 497,Surquillo,En construcción,"30 de Abril, 2025",BBVA,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,Tipo 1 B,Pisos: Entre 3 al 17,1,43.21 m2,"S/ 299,650"
2849,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2462-duetto-846-pueblo-libre-lima-lima-cantabria,Duetto 846,-12.0638907,-77.07095489999999,Av. Alejandro Bertello 846,Cercado de lima,En construcción,"31 de Julio, 2024",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Gimnasio', 'Jardin interior', 'Karaoke', 'Lobby', 'Piscina', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,TIPO 5,"Pisos: 2, 5, 11",1,47.80 m2,"S/ 345,000"
6430,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1993-s14-apartments-cercado-de-lima-lima-lima-urbana-per%C3%BA,S14 Apartments,-12.079079,-77.0350193,Avenida Arequipa N°1437,Cercado de lima,En construcción,"30 de Septiembre, 2024",Banco BANBIF,"['Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,X08,Pisos: Entre 9 al 19,3,69.41 m2,"S/ 505,828"
